lat,lon,name
25462640,81843261,Police Lines Allahabad
25671090,81658314,Vishram palace
25521609,80179159,Ichauli
25479058,80309965,Bhuragarh
26379609,80408615,Chakeri
26368875,80425237,KIT  Boys Hostel
26365493,80436167,Allen House group of Colleges
26364974,80434485,Allen House Public School
26363371,80432721,Bharat Petroleum
25922516,81984872,Company Garden
25922068,81987187,St Anthony Inter College
25921821,81988450,Hotel City Palace
25922259,81989670,Pratapgarh Head Post Office
25921038,81988085,Nagar Palika Parishad Pratapgarh
25923657,81994590,DIOS Office
25924579,81995866,KP Hindu Inter College
25915396,81985777,DAV Inter College
25281216,81776320,Jasra
25282465,81783718,IshawarDeen chhedilal Inter College
25398818,81862497,Primary School
25535869,80657720,New Lucknow Public School
25287848,81932518,Block development Officer Karchhna
25285155,81935218,Police station Karchana
26557056,80222755,Mandhana Junction
26483249,80298209,Rawatpur
26472455,80264482,Armapur
26465886,80245599,Panki
26459561,80239069,Panki
26476719,80378964,Kanpur Bridge Left Bank
26453677,80312879,Govindpuri
26440988,80341987,Kidwai Nagar
26771141,80878588,Amausi
26853942,80936847,KD Singh Babu Stadium
26865492,80939563,Vishwavidyalaya
26870898,80973910,Lekhraj Market
26870678,80961067,Badshah Nagar
26872698,80990883,Indira Nagar
26617363,80621349,Ajgain
26639278,80654005,Kusumbhi
25294923,80562529,Atarra PG College
25295041,80564148,Atarra Auervedic College
25117738,81302740,Dabhaura
25115847,81304537,Dabhaura
25533534,80352108,Mawai
25250474,81730055,Madaraha
25180398,81614132,Shankargarh
25180640,81613678,Shankargarh
25183758,81437847,Jamira
25186481,81459662,Kalchiha
25149218,81398173,Kataiya Dandi
25178660,81519601,Majhiari
26878567,80984304,Tucareers
26880353,80984299,Sai Mandir
26930287,80927843,Maharishi University Of Information Technology
26928136,80927695,Plot No 9
26928274,80935261,Honda
26927760,80933430,Vaidik Marriage Hall
26865050,80923596,इंदिरा गाँधी तारामंडल
26838894,80934535,Bharat Petroleum
25925261,80801278,Vmart
25931504,80797978,Vishal megamart
26231519,81236954,Temple
25549502,80697410,Police Baberu
25161193,80866172,Mandir
26511444,80246336,China Town
26852334,80932050,Safed Baradan
25248225,80651197,Badausa
25177641,80870406,Ramghat
25220332,80838898,Shivrampur
25617401,81844089,Girdharpur
26814826,80904764,carnival cinema
26904967,80943372,Rigmeds Pharmacy
26411501,80386750,Ramadevi Chouraha
26416190,80392299,lal bangla bus stand
26851017,80977629,Sheroe's Hangout Cafe
